layer,target,cv_acc,chance
0,intent,0.5231829573934836,0.501779359430605
0,outcome,0.49824561403508766,0.501779359430605
1,intent,0.6721177944862156,0.501779359430605
1,outcome,0.5624686716791979,0.501779359430605
2,intent,0.6402255639097744,0.501779359430605
2,outcome,0.5979949874686716,0.501779359430605
3,intent,0.6192982456140351,0.501779359430605
3,outcome,0.5764411027568922,0.501779359430605
4,intent,0.7186090225563909,0.501779359430605
4,outcome,0.5837092731829574,0.501779359430605
5,intent,0.8539473684210528,0.501779359430605
5,outcome,0.6300125313283209,0.501779359430605
6,intent,0.8289473684210525,0.501779359430605
6,outcome,0.6513784461152883,0.501779359430605
7,intent,0.843170426065163,0.501779359430605
7,outcome,0.7114661654135338,0.501779359430605
8,intent,0.925,0.501779359430605
8,outcome,0.6405388471177945,0.501779359430605
9,intent,0.9072681704260651,0.501779359430605
9,outcome,0.7297619047619048,0.501779359430605
10,intent,0.95,0.501779359430605
10,outcome,0.7436090225563909,0.501779359430605
11,intent,0.95,0.501779359430605
11,outcome,0.7401002506265664,0.501779359430605
12,intent,0.9321428571428572,0.501779359430605
12,outcome,0.8221804511278196,0.501779359430605
13,intent,0.9215538847117795,0.501779359430605
13,outcome,0.8223684210526315,0.501779359430605
14,intent,0.9322681704260651,0.501779359430605
14,outcome,0.7476190476190476,0.501779359430605
15,intent,0.9501253132832079,0.501779359430605
15,outcome,0.8152882205513784,0.501779359430605
16,intent,0.9429824561403508,0.501779359430605
16,outcome,0.8080200501253133,0.501779359430605
17,intent,0.9642857142857144,0.501779359430605
17,outcome,0.8187969924812031,0.501779359430605
18,intent,0.975,0.501779359430605
18,outcome,0.8363408521303258,0.501779359430605
19,intent,0.9642857142857142,0.501779359430605
19,outcome,0.8327694235588974,0.501779359430605
20,intent,0.9678571428571429,0.501779359430605
20,outcome,0.8471804511278196,0.501779359430605
21,intent,0.95,0.501779359430605
21,outcome,0.7795739348370928,0.501779359430605
22,intent,0.9464285714285714,0.501779359430605
22,outcome,0.7865914786967418,0.501779359430605
23,intent,0.9428571428571428,0.501779359430605
23,outcome,0.7795112781954888,0.501779359430605
24,intent,0.925125313283208,0.501779359430605
24,outcome,0.7759398496240602,0.501779359430605
25,intent,0.9145363408521303,0.501779359430605
25,outcome,0.7759398496240602,0.501779359430605
26,intent,0.918107769423559,0.501779359430605
26,outcome,0.7900375939849625,0.501779359430605
27,intent,0.8932330827067669,0.501779359430605
27,outcome,0.7795112781954887,0.501779359430605
28,intent,0.8648496240601503,0.501779359430605
28,outcome,0.7369674185463659,0.501779359430605
